time, x0,...,x_Nx-1
0, 0, 
10, 1.81049e-07, 
20, 3.62098e-07, 
30, 5.43148e-07, 
40, 7.24197e-07, 
50, 9.05246e-07, 
60, 1.0863e-06, 
70, 1.26734e-06, 
80, 1.44839e-06, 
90, 1.62944e-06, 
100, 1.81049e-06, 
110, 1.99154e-06, 
120, 2.17259e-06, 
130, 2.35364e-06, 
140, 2.53469e-06, 
150, 2.71574e-06, 
160, 2.89679e-06, 
170, 3.07784e-06, 
180, 3.25889e-06, 
190, 3.43993e-06, 
200, 3.62098e-06, 
210, 3.80203e-06, 
220, 3.98308e-06, 
230, 4.16413e-06, 
240, 4.34518e-06, 
250, 4.52623e-06, 
260, 4.70728e-06, 
270, 4.88833e-06, 
280, 5.06938e-06, 
290, 5.25043e-06, 
300, 5.43148e-06, 
310, 5.61253e-06, 
320, 5.79357e-06, 
330, 5.97462e-06, 
340, 6.15567e-06, 
350, 6.33672e-06, 
360, 6.51777e-06, 
370, 6.69882e-06, 
380, 6.87987e-06, 
390, 7.06092e-06, 
400, 7.24197e-06, 
410, 7.42302e-06, 
420, 7.60407e-06, 
430, 7.78511e-06, 
440, 7.96616e-06, 
450, 8.14721e-06, 
460, 8.32826e-06, 
470, 8.50931e-06, 
480, 8.69036e-06, 
490, 8.87141e-06, 
500, 9.05246e-06, 
510, 9.23351e-06, 
520, 9.41456e-06, 
530, 9.5956e-06, 
540, 9.77665e-06, 
550, 9.9577e-06, 
560, 1.01388e-05, 
570, 1.03198e-05, 
580, 1.05008e-05, 
590, 1.06819e-05, 
600, 1.08629e-05, 
610, 1.1044e-05, 
620, 1.1225e-05, 
630, 1.14061e-05, 
640, 1.15871e-05, 
650, 1.17682e-05, 
660, 1.19492e-05, 
670, 1.21303e-05, 
680, 1.23113e-05, 
690, 1.24924e-05, 
700, 1.26734e-05, 
710, 1.28545e-05, 
720, 1.30355e-05, 
730, 1.32166e-05, 
740, 1.33976e-05, 
750, 1.35787e-05, 
760, 1.37597e-05, 
770, 1.39408e-05, 
780, 1.41218e-05, 
790, 1.43029e-05, 
800, 1.44839e-05, 
810, 1.4665e-05, 
820, 1.4846e-05, 
830, 1.50271e-05, 
840, 1.52081e-05, 
850, 1.53892e-05, 
860, 1.55702e-05, 
870, 1.57513e-05, 
880, 1.59323e-05, 
890, 1.61134e-05, 
900, 1.62944e-05, 
910, 1.64754e-05, 
920, 1.66565e-05, 
930, 1.68375e-05, 
940, 1.70186e-05, 
950, 1.71996e-05, 
960, 1.73807e-05, 
970, 1.75617e-05, 
980, 1.77428e-05, 
990, 1.79238e-05, 
1000, 1.81049e-05, 
1010, 1.82859e-05, 
1020, 1.8467e-05, 
1030, 1.8648e-05, 
1040, 1.88291e-05, 
1050, 1.90101e-05, 
1060, 1.91912e-05, 
1070, 1.93722e-05, 
1080, 1.95533e-05, 
1090, 1.97343e-05, 
1100, 1.99154e-05, 
1110, 2.00964e-05, 
1120, 2.02774e-05, 
1130, 2.04585e-05, 
1140, 2.06395e-05, 
1150, 2.08206e-05, 
1160, 2.10016e-05, 
1170, 2.11827e-05, 
1180, 2.13637e-05, 
1190, 2.15448e-05, 
1200, 2.17258e-05, 
1210, 2.19069e-05, 
1220, 2.20879e-05, 
1230, 2.2269e-05, 
1240, 2.245e-05, 
1250, 2.2631e-05, 
1260, 2.28121e-05, 
1270, 2.29931e-05, 
1280, 2.31742e-05, 
1290, 2.33552e-05, 
1300, 2.35363e-05, 
1310, 2.37173e-05, 
1320, 2.38984e-05, 
1330, 2.40794e-05, 
1340, 2.42605e-05, 
1350, 2.44415e-05, 
1360, 2.46225e-05, 
1370, 2.48036e-05, 
1380, 2.49846e-05, 
1390, 2.51657e-05, 
1400, 2.53467e-05, 
1410, 2.55278e-05, 
1420, 2.57088e-05, 
1430, 2.58898e-05, 
1440, 2.60709e-05, 
1450, 2.62519e-05, 
1460, 2.6433e-05, 
1470, 2.6614e-05, 
1480, 2.67951e-05, 
1490, 2.69761e-05, 
1500, 2.71571e-05, 
1510, 2.73382e-05, 
1520, 2.75192e-05, 
1530, 2.77003e-05, 
1540, 2.78813e-05, 
1550, 2.80623e-05, 
1560, 2.82434e-05, 
1570, 2.84244e-05, 
1580, 2.86055e-05, 
1590, 2.87865e-05, 
1600, 2.89675e-05, 
1610, 2.91486e-05, 
1620, 2.93296e-05, 
1630, 2.95107e-05, 
1640, 2.96917e-05, 
1650, 2.98727e-05, 
1660, 3.00538e-05, 
1670, 3.02348e-05, 
