#time, x0,...,x_Nx-1
0, 1, 
10, 1, 
20, 1, 
30, 0.999999, 
40, 0.999999, 
50, 0.999999, 
60, 0.999999, 
70, 0.999999, 
80, 0.999999, 
90, 0.999998, 
100, 0.999998, 
110, 0.999998, 
120, 0.999998, 
130, 0.999998, 
140, 0.999997, 
150, 0.999997, 
160, 0.999997, 
170, 0.999997, 
180, 0.999997, 
190, 0.999997, 
200, 0.999996, 
210, 0.999996, 
220, 0.999996, 
230, 0.999996, 
240, 0.999996, 
250, 0.999995, 
260, 0.999995, 
270, 0.999995, 
280, 0.999995, 
290, 0.999995, 
300, 0.999995, 
310, 0.999994, 
320, 0.999994, 
330, 0.999994, 
340, 0.999994, 
350, 0.999994, 
360, 0.999993, 
370, 0.999993, 
380, 0.999993, 
390, 0.999993, 
400, 0.999993, 
410, 0.999993, 
420, 0.999992, 
430, 0.999992, 
440, 0.999992, 
450, 0.999992, 
460, 0.999992, 
470, 0.999991, 
480, 0.999991, 
490, 0.999991, 
500, 0.999991, 
510, 0.999991, 
520, 0.999991, 
530, 0.99999, 
540, 0.99999, 
550, 0.99999, 
560, 0.99999, 
570, 0.99999, 
580, 0.999989, 
590, 0.999989, 
600, 0.999989, 
610, 0.999989, 
620, 0.999989, 
630, 0.999989, 
640, 0.999988, 
650, 0.999988, 
660, 0.999988, 
670, 0.999988, 
680, 0.999988, 
690, 0.999988, 
700, 0.999987, 
710, 0.999987, 
720, 0.999987, 
730, 0.999987, 
740, 0.999987, 
750, 0.999986, 
760, 0.999986, 
770, 0.999986, 
780, 0.999986, 
790, 0.999986, 
800, 0.999986, 
810, 0.999985, 
820, 0.999985, 
830, 0.999985, 
840, 0.999985, 
850, 0.999985, 
860, 0.999984, 
870, 0.999984, 
880, 0.999984, 
890, 0.999984, 
900, 0.999984, 
910, 0.999984, 
920, 0.999983, 
930, 0.999983, 
940, 0.999983, 
950, 0.999983, 
960, 0.999983, 
970, 0.999982, 
980, 0.999982, 
990, 0.999982, 
1000, 0.999982, 
1010, 0.999982, 
1020, 0.999982, 
1030, 0.999981, 
1040, 0.999981, 
1050, 0.999981, 
1060, 0.999981, 
1070, 0.999981, 
1080, 0.99998, 
1090, 0.99998, 
1100, 0.99998, 
1110, 0.99998, 
1120, 0.99998, 
1130, 0.99998, 
1140, 0.999979, 
1150, 0.999979, 
1160, 0.999979, 
1170, 0.999979, 
1180, 0.999979, 
1190, 0.999978, 
1200, 0.999978, 
1210, 0.999978, 
1220, 0.999978, 
1230, 0.999978, 
1240, 0.999978, 
1250, 0.999977, 
1260, 0.999977, 
1270, 0.999977, 
1280, 0.999977, 
1290, 0.999977, 
1300, 0.999976, 
1310, 0.999976, 
1320, 0.999976, 
1330, 0.999976, 
1340, 0.999976, 
1350, 0.999976, 
1360, 0.999975, 
1370, 0.999975, 
1380, 0.999975, 
1390, 0.999975, 
1400, 0.999975, 
1410, 0.999974, 
1420, 0.999974, 
1430, 0.999974, 
1440, 0.999974, 
1450, 0.999974, 
1460, 0.999974, 
1470, 0.999973, 
1480, 0.999973, 
1490, 0.999973, 
1500, 0.999973, 
1510, 0.999973, 
1520, 0.999972, 
